"gold","UMass","UCI","NPMI","C_A","C_P","C_V","words","rating"
"2.3333333333","-2.5077681727","1.5993830576","0.1422062312","0.212504257","0.641187878","0.5449788989","5","bad"
"3","-1.0859438727","2.730443219","0.2549103933","0.5096951261","0.841393721","0.6393716301","5","good"
"2.5","-2.9081663359","1.1168762482","0.1211325692","0.3698891836","0.548110573","0.5456474712","5","bad"
"2.8","-1.5492086758","3.1050192284","0.2739304347","0.4730615707","0.8540832132","0.6358219185","5","good"
"3","-1.3836867367","2.4426706158","0.2153393651","0.3701554889","0.7219500819","0.594614721","5","good"
"2.25","-1.7098999126","1.0769601433","0.1171281313","0.3139009617","0.4079742775","0.4801900708","5","bad"
"2","-9.2795523266","-3.1545594779","-0.085366911","0.2581319671","-0.4059761862","0.6641776215","5","bad"
"3","-3.9352766705","-1.5646731132","-0.0373642388","0.1107682132","0.1154489329","0.5169577161","5","good"
"3","-1.5953688567","1.397481359","0.1423583483","0.2499152489","0.5749975767","0.5872738411","5","good"
"3","-2.3894720951","1.4561647264","0.1653389098","0.3801814143","0.7832454457","0.5973885142","5","good"
"2.2857142857","-2.9266569352","3.0135966142","0.2460180822","0.4045218995","0.81657178","0.6084527622","5","bad"
"3","-1.5061813432","1.1159719833","0.0981155184","0.1977792705","0.4382580394","0.4939223317","5","good"
"2.3333333333","-1.8723257618","2.5637498294","0.214039258","0.374593389","0.7360173076","0.621377202","5","bad"
"1.6666666667","-5.5692388412","-3.0785009128","-0.045474891","0.4313030481","0.3405381774","0.6428788727","5","bad"
"1.25","-9.6698913474","-7.1856155756","-0.2563455471","0.0767190566","-0.3672301282","0.5636782434","5","bad"
"2","-1.2983941778","1.821691197","0.1856763143","0.3072884242","0.6087606304","0.5171454465","5","bad"
"2.75","-1.8478034442","0.6253868661","0.1355604989","0.3027840921","0.5993438693","0.5826733274","5","good"
"2.8","-2.9408985056","-0.4966744924","0.0504639028","0.277621592","0.4828144615","0.4933802779","5","good"
"2.3333333333","-2.2201246655","1.5189467515","0.1367565647","0.2694979337","0.5452350812","0.5305788502","5","bad"
"3","-2.7529023981","1.5915483064","0.1499426764","0.2508718451","0.5236208544","0.5024716892","5","good"
"2.6666666667","-3.2165149159","-3.0202745575","-0.0542452104","0.1788524373","0.1580913416","0.559634638","5","good"
"2.3333333333","-0.9785525823","1.0426050373","0.1728209459","0.2863156793","0.3680702175","0.5449370308","5","bad"
"2.8888888889","-2.0698992443","1.6792292937","0.1650915921","0.2683928854","0.5905378548","0.5166248589","5","good"
"3","-1.6300998492","1.7499447255","0.1749800806","0.3343062132","0.6740769909","0.5930768943","5","good"
"2.5","-2.3873612901","0.6439247903","0.0799143979","0.2474538046","0.6324940604","0.5141422676","5","bad"
"1.6666666667","-2.1313054878","0.6809092809","0.1098830634","0.2719246101","0.3422354179","0.6384171361","5","bad"
"2.3333333333","-2.2076124814","1.0402169602","0.0962349414","0.1870810714","0.4118737965","0.4879168591","5","bad"
"2.25","-1.3693951994","1.4165025974","0.156486166","0.3641504866","0.5396442014","0.5228792984","5","bad"
"2","-1.761577074","2.0361500289","0.1955783962","0.3214587611","0.6717535895","0.5687927066","5","bad"
"3","-1.7663754031","1.6290593672","0.1495007574","0.2446832177","0.6345187479","0.5472861338","5","good"
"1.25","-2.8833958434","-3.1721813366","-0.0660418982","0.3089483613","0.1572286272","0.5768846944","5","bad"
"3","-1.8156995276","2.323074419","0.2224749975","0.4067300674","0.6772476259","0.5706789286","5","good"
"2.5","-2.8670624234","2.1853794983","0.2627009763","0.4719287516","0.8913085817","0.6513797564","5","bad"
"3","-2.3058019456","1.5895967372","0.1557265713","0.2684369301","0.5765630758","0.5316886456","5","good"
"1.5","-1.9579298966","0.5235802836","0.0522482426","0.2089158465","0.2456803669","0.4616723097","5","bad"
"2.6666666667","-2.6769075778","2.0646055793","0.1819566544","0.4181612469","0.6757944223","0.5511344537","5","good"
"2","-1.6685552165","0.2491447496","0.0337359848","0.2202811578","0.1472988316","0.457564843","5","bad"
"3","-1.7861885041","1.3995736137","0.1655862495","0.2764407859","0.5175062771","0.5912585245","5","good"
"1.6666666667","-2.2401632836","1.5557296545","0.1182899452","0.204077062","0.5470741407","0.4802828018","5","bad"
"2.8","-1.1817879023","1.6140502916","0.172174201","0.2888632504","0.6138393568","0.5433343092","5","good"
"3","-1.9470444433","1.5847723112","0.1446618933","0.2337135613","0.6334423078","0.5261889725","5","good"
"3","-1.8771002555","3.3224330827","0.2737225233","0.4366587128","0.9013351988","0.675282804","5","good"
"2.3333333333","-1.9118283258","1.7107750594","0.1585287638","0.2487094419","0.6130145171","0.5264792877","5","bad"
"2","-1.3489578576","0.6224984603","0.0590027199","0.2004753758","0.2548421541","0.4633460133","5","bad"
"3","-1.7867082458","3.2809337303","0.2796942296","0.4449586022","0.8979253927","0.6618525748","5","good"
"3","-1.8230458716","4.1167071596","0.3705467076","0.5530753382","0.9740162517","0.8149658301","5","good"
"2.3333333333","-3.5233956761","-2.3033234265","-0.0471952443","0.3762935735","0.2815359382","0.5557971255","5","bad"
"3","-2.6340106455","3.2057926134","0.2573249483","0.3702699588","0.8637774567","0.6573651707","5","good"
"1.6666666667","-1.0676646123","-0.1383042158","-0.0138891543","0.0952355799","0.0206931797","0.448532503","5","bad"
"2.9","-1.3902815604","2.0466647116","0.2027715364","0.3370326341","0.7447005939","0.6123336798","5","good"
"2.8571428571","-2.4366449246","2.0215960266","0.1767303167","0.3069806539","0.6070615143","0.5673531584","5","good"
"3","-1.5871517425","1.0529276849","0.1030750667","0.2085473516","0.4498005421","0.4887834991","5","good"
"1.5","-4.2898208203","-0.8371520095","0.0149423879","0.241254873","-0.0019469081","0.5170143899","5","bad"
"2","-4.1150657856","-0.7987921305","0.0283565628","0.2077322741","0.4551232307","0.5612227433","5","bad"
"3","-1.6332730751","3.3935808165","0.2780915868","0.4437892978","0.9071929893","0.6675875444","5","good"
"2.6666666667","-2.5046626436","3.24707066","0.2635543282","0.474124513","0.8264827483","0.6025528353","5","good"
"2.65","-1.7673142982","2.2409253941","0.2118452795","0.3415224617","0.7445075948","0.5966856506","5","good"
"2.75","-2.5281382809","2.7331293142","0.2590400103","0.4627067873","0.9398629684","0.730071694","5","good"
"2.8","-2.4424734981","3.6095410788","0.3162563255","0.4390662712","0.9811281396","0.762730384","5","good"
"1.6666666667","-3.066410214","3.0619521181","0.2625933186","0.3801967575","0.8239778826","0.6102024354","5","bad"
"2.25","-2.4608254209","0.6582363737","0.1317511617","0.3614476835","0.8846692476","0.6143780373","5","bad"
"1","-1.5943278132","0.4416925586","0.0433581191","0.1117039476","0.2036711034","0.4562986337","5","bad"
"1.6666666667","-0.9739198628","0.25309464","0.0289604864","0.1449948893","0.1594816008","0.4581853708","5","bad"
"1.7142857143","-0.9376041295","6.7281654952","0.5386428278","0.7425856403","0.9972806095","0.9369813511","5","bad"
"2.3333333333","-3.352178808","-2.7142456709","-0.0043555714","0.2379625579","-0.0271448439","0.7331693088","5","bad"
"2.6666666667","-3.3466459391","3.174679211","0.2440573711","0.3320242789","0.821287546","0.6243976939","5","good"
"3","-2.7829553935","2.4497789231","0.2103977432","0.4735430432","0.7333216071","0.5509942026","5","good"
"2","-6.6135565193","-1.7652662944","-0.0383969292","0.3388524426","-0.1572279506","0.4163446121","5","bad"
"2.2","-1.8396298139","1.967611142","0.2512860982","0.385679939","0.5259116136","0.5945308174","5","bad"
"3","-2.7913065741","3.3374004679","0.2593032866","0.3935984451","0.8842514825","0.6334836426","5","good"
"3","-1.0922207486","2.0818246404","0.2254731336","0.3636945672","0.7110022993","0.5829148117","5","good"
"3","-1.6395013063","1.5227990106","0.1702793992","0.3062654179","0.5902129796","0.5698520104","5","good"
"3","-1.8721882884","4.0786056275","0.3119082683","0.4528106195","0.9367567248","0.7307136492","5","good"
"3","-2.634135775","1.206208322","0.1190486236","0.2721827353","0.4708118972","0.5356785801","5","good"
"2.125","-1.9436266923","1.4121083517","0.1259771529","0.2796195589","0.5610251994","0.504084296","5","bad"
"1.6666666667","-3.0215527142","-2.4965098559","-0.0300868601","0.3978431026","0.5705006708","0.5231300577","5","bad"
"2","-2.2842892887","2.4154811299","0.231358764","0.3722380512","0.6575247455","0.5421808164","5","bad"
"2","-2.4597872072","-2.7735796825","-0.0931038376","0.2199686477","-0.0355727495","0.538948879","5","bad"
"2","-3.2291232523","0.8710480528","0.0798470147","0.2165481715","0.2807205659","0.4673596763","5","bad"
"3","-1.600078274","3.3598090609","0.3073756484","0.490932842","0.8493343385","0.6523576491","5","good"
"1","-2.840461366","0.0262044003","0.0105531762","0.1587974948","0.1331759131","0.4737571724","5","bad"
"3","-1.3903864954","1.1642625243","0.1522693861","0.3479100535","0.579868392","0.6221892574","5","good"
"2.5","-2.804246006","2.1443210061","0.1962789395","0.3378490669","0.6781429449","0.5565242538","5","bad"
"2.6666666667","-2.0130095646","1.6770073674","0.1667856278","0.2821140205","0.5583033182","0.5786181731","5","good"
"3","-1.8230303786","3.7570279541","0.3452262412","0.5187533512","0.9471923828","0.7480475319","5","good"
"3","-1.3059510737","4.3471595648","0.3409396802","0.5355641159","0.9683735502","0.7626335187","5","good"
"3","-1.6369880807","1.6793012312","0.1825346525","0.472403378","0.6227607562","0.5259798172","5","good"
"1.6","-1.2034597856","7.145771074","0.5496131603","0.7723531676","0.9977787856","0.9279127989","5","bad"
"2.625","-1.6624519779","2.5877369002","0.2567226179","0.4057803283","0.7914596824","0.6215517385","5","good"
"1.4","-0.8373656377","-0.1263947273","-6.90E-004","0.1494111446","0.086400279","0.460818129","5","bad"
"3","-1.9825260123","2.0743351651","0.2082428292","0.3692980806","0.7659955581","0.6326482842","5","good"
"1.3333333333","-2.6971973087","-1.9435638957","-0.0209650722","0.4040208249","0.0089901895","0.5813073581","5","bad"
"3","-2.1634228866","3.8039448545","0.3195198981","0.4770485522","0.933409191","0.6965092836","5","good"
"2.3333333333","-2.2273048149","2.556660547","0.2204531655","0.3452890369","0.7656087741","0.5489510381","5","bad"
"3","-2.3066785448","4.0393207605","0.3234435718","0.4592173","0.9489036267","0.7018862762","5","good"
"3","-3.2964869963","1.4343263704","0.1565279946","0.3952927357","0.7091713293","0.5551028386","5","good"
"1.6666666667","-3.2332314927","1.2634143407","0.1521503541","0.2589343663","0.6469515506","0.595965329","5","bad"
"3","-1.7400289761","3.7256669653","0.3066333846","0.5351472151","0.8546869094","0.7257769387","5","good"
"3","-0.8086755891","1.8287682642","0.2439644111","0.484050727","0.7639777736","0.714650734","5","good"
"3","-2.2808849479","1.4040302673","0.1402358981","0.2489534674","0.5066132014","0.4981409047","5","good"
"1.6666666667","-4.3039856991","-0.9799178925","0.0588786844","0.2854132381","0.0735252554","0.5869817593","5","bad"
"2.5","-1.1372895025","0.8171830254","0.0899244468","0.1923037239","0.370430019","0.4808840721","5","bad"
"2.75","-2.4035008093","2.0355671898","0.1661521712","0.2771296168","0.740466684","0.597141598","5","good"
"2.8","-1.2913570944","1.391630225","0.1759951357","0.4817840701","0.7645064095","0.5919820389","5","good"
"2.3333333333","-1.8157417136","0.4467507772","0.036972486","0.0978820572","0.1766750116","0.452642999","5","bad"
"2.3333333333","-2.6557876199","0.0166713931","0.081977629","0.3184911384","0.3340416196","0.541507674","5","bad"
"2","-2.7621707013","-5.0180531565","-0.1537348302","0.1658616301","-0.2805374589","0.6273623699","5","bad"
"3","-1.2696670066","2.5687065377","0.2564567225","0.4676727069","0.8504030628","0.6411442237","5","good"
"2","-1.2940679449","0.8981061055","0.1002085793","0.2305988265","0.3304013086","0.4766845276","5","bad"
"1.5","-2.3677707153","3.6583250873","0.3029892972","0.4680055682","0.9188689231","0.6602081112","5","bad"
"3","-7.0097028319","-0.3748501231","0.1351951595","0.6328833424","0.1359053447","0.7060836522","5","good"
"3","-1.2993394866","3.0416137545","0.2442800323","0.4003040161","0.8411284527","0.6214451074","5","good"
"2.75","-2.9649323831","-0.7643231252","-0.0070755073","0.201284529","0.2075646522","0.4550184903","5","good"
"3","-1.1507580935","2.0898659397","0.2324971011","0.4029129322","0.7449218677","0.6285039254","5","good"
"2.6666666667","-2.4189076214","1.3726544212","0.1364570527","0.2586448291","0.5272003882","0.5776004822","5","good"
"1","-2.9846615583","-0.9036014537","-0.0177598787","0.1341524529","0.164483288","0.46791503","5","bad"
"3","-5.5898854671","-0.9411014855","0.0836001653","0.3016339693","0.1690940972","0.7346849825","5","good"
"3","-1.6004008327","3.3279459954","0.2940572623","0.5021840645","0.8412334847","0.6545363232","5","good"
"3","-2.0500451532","3.2127131311","0.28849354","0.4618344686","0.8478379269","0.6409734159","5","good"
"3","-1.1661222584","2.0998291228","0.2246368136","0.380272113","0.7437752276","0.6075536879","5","good"
"2.3333333333","-2.8659261843","2.4588533446","0.2044729257","0.3365215731","0.7762377461","0.5672269617","5","bad"
"2.6666666667","-3.1578778913","-0.9645237849","0.0502144331","0.2430836578","0.5168154708","0.6275162905","5","good"
"3","-2.1196824954","2.5338130576","0.2345034558","0.3634194582","0.8229800402","0.6130817031","5","good"
"2","-2.2202120107","0.2269561789","0.0202886011","0.1469985058","0.1776264477","0.4534606597","5","bad"
"3","-2.5291377372","2.8822354266","0.3247130918","0.5194682772","0.8410723404","0.6412727829","5","good"
"2.2","-2.9001557487","-2.4316325049","-0.0650342243","0.1195596137","-0.0113466309","0.528707727","5","bad"
"3","-2.5279522282","0.0148187684","0.0403995966","0.2667023786","0.5656839479","0.4858132228","5","good"
"3","-2.7707183741","2.1345304281","0.199823606","0.2989432543","0.8615397518","0.6273557649","5","good"
"3","-1.9785899263","2.7635719637","0.2206167419","0.4108544644","0.7874146801","0.5829774106","5","good"
"1.75","-1.9278081575","0.1090038985","0.0098833576","0.0997578166","0.1167252338","0.4504908832","5","bad"
"3","-0.6870825422","1.7281717404","0.2270664006","0.402651259","0.7887163829","0.7391567721","5","good"
"2.4","-1.4902465938","0.3110830222","0.0377170129","0.2537582936","0.1801620973","0.4576655939","5","bad"
"3","-0.6133977868","2.0534242742","0.2600415841","0.6047407565","0.7355918633","0.6537847611","5","good"
"2.3333333333","-3.2372358386","-1.9080688099","0.0102114893","0.2299979885","0.2462885166","0.6165845876","5","bad"
"2.1666666667","-2.4210752673","-1.2100690392","-0.011522922","0.3243656427","0.0356640845","0.5054440816","5","bad"
"2.75","-2.1037142284","0.6970959033","0.0923130005","0.296597393","0.4547346668","0.5258112826","5","good"
"3","-1.6893961299","1.6470142796","0.1942755659","0.4004578309","0.7650908327","0.5994944964","5","good"
"1.3333333333","-1.2364382115","0.4255930623","0.0382694312","0.1068326535","0.2141272635","0.4616677614","5","bad"
"2.75","-1.902894066","1.0349322874","0.0873238374","0.1410794195","0.4467135054","0.4764778587","5","good"
"2.6666666667","-2.1477500762","1.0162561883","0.1204639269","0.2703135731","0.3253610676","0.5206018158","5","good"
"2.8333333333","-2.8015642742","2.9077752452","0.2377004229","0.3712254416","0.8242982438","0.6111189453","5","good"
"3","-1.1762801658","2.0003540379","0.2565283118","0.4630126133","0.6390464669","0.5855603181","5","good"
"1.6666666667","-1.6354694842","0.8960684044","0.0901470358","0.1645267194","0.4435805476","0.5119426125","5","bad"
"2","-2.5037366401","1.7276071396","0.1869076626","0.3428786146","0.5535520163","0.6152840944","5","bad"
"2.25","-1.5336762041","2.166851187","0.2153931146","0.4430375376","0.7722876271","0.6624917336","5","bad"
"2","-4.3832746208","-1.8834057634","0.0285463285","0.515904276","0.1830995973","0.6565642691","5","bad"
"1","-6.6089859427","-3.2946823968","-0.0617608175","0.3170496418","-0.1163004429","0.6089509647","5","bad"
"3","-1.0941675204","1.9775276505","0.2274868309","0.475489309","0.7760989916","0.6610420239","5","good"
"3","-1.0871463323","2.0040772139","0.2115240411","0.4140815812","0.7431610754","0.6177703165","5","good"
"3","-1.7029231415","2.5363941251","0.2456963285","0.3738090503","0.8481972078","0.6778780236","5","good"
"2","-1.9411965209","0.7417248769","0.0698645554","0.2232004117","0.3027076552","0.4653674973","5","bad"
"3","-1.696889535","3.9911476835","0.3355389103","0.5366872074","0.9474322899","0.712668832","5","good"
"3","-1.4942499559","1.9966620983","0.1922660191","0.3226654117","0.7508947379","0.596924097","5","good"
"3","-2.3083238904","1.788496732","0.1657977268","0.267058836","0.6534451169","0.5662240036","5","good"
"2.3333333333","-4.1480276798","-2.6130837527","-0.0427321082","0.2348248398","0.5120940992","0.5724480859","5","bad"
"3","-1.2089945537","1.704253794","0.1896245938","0.3343639761","0.6999815761","0.6334623469","5","good"
"3","-2.1225417588","3.2340281101","0.2535039881","0.3747235769","0.8871470367","0.6735829936","5","good"
"3","-0.8227982888","1.8383040033","0.2283414657","0.504993716","0.7592212215","0.6810376141","5","good"
"3","-2.52123302","1.436965793","0.1284462843","0.2590910022","0.5558416199","0.4925297213","5","good"
"1","-1.2610866347","0.1617384486","0.0163847838","0.1024363813","0.1217522739","0.4504810032","5","bad"
"2","-5.3855731412","-1.1633524111","0.0460877672","0.3843546227","0.5569298104","0.6359875949","5","bad"
"3","-1.441603215","3.2522344034","0.3019297368","0.4501636342","0.8477265559","0.6726267343","5","good"
"2.75","-1.6915010555","2.056667841","0.2247290865","0.4272855024","0.6467218851","0.5714986061","5","good"
"2.25","-2.9982900107","-0.3830036079","0.0300486505","0.2093528095","0.2876928704","0.4607650245","5","bad"
"2.6666666667","-2.721496359","-0.2107540266","0.0762210132","0.3763665885","0.6755581769","0.5937022197","5","good"
"2.75","-2.0956899762","4.009226779","0.351249993","0.5678108784","0.9269882759","0.691547361","5","good"
"3","-7.4502357716","-0.1009651858","0.1471445421","0.5694921245","0.1256639193","0.6687918943","5","good"
"3","-2.0314216665","2.0252118644","0.1896578082","0.3032044189","0.7253649617","0.554715099","5","good"
"3","-1.9126761111","2.1691905769","0.2006080988","0.3098455667","0.7665779425","0.5836992473","5","good"
"3","-1.2422616183","2.3723669988","0.2127543577","0.4723427041","0.8271449407","0.6268099115","5","good"
"2","-1.6481146991","3.2208587398","0.3485580597","0.618611649","0.8581333752","0.6663971254","5","bad"
"2.75","-1.5484745309","2.6259795968","0.2426331147","0.4137085154","0.801758887","0.6125305114","5","good"
"1.3333333333","-2.5274124163","-0.0033264952","0.043933614","0.2300320338","0.0741685787","0.4958327336","5","bad"
"3","-2.6060872967","3.8212212138","0.3506199228","0.5115785851","0.9219431815","0.6974462607","5","good"
"1","-4.3120109021","-2.0730164032","-0.0361879389","0.3248199631","0.1085895578","0.5467822636","5","bad"
"2.6666666667","-2.3752606117","3.5825749984","0.289968913","0.421074208","0.9034927574","0.6442123879","5","good"
"2","-1.7295162469","1.7768164455","0.2024734215","0.3345199884","0.6171223465","0.6303631985","5","bad"
"1.75","-7.128594909","-4.0644164755","-0.1346243983","0.0993157855","-0.2494844061","0.5890712963","5","bad"
"3","-1.3416369746","2.640619822","0.256129775","0.4387661245","0.8526648801","0.670820341","5","good"
"3","-1.8638394015","2.1773984538","0.2087163385","0.3607120415","0.699137954","0.5590137458","5","good"
"2","-2.3742320727","-0.4042443768","0.0666005351","0.3131051978","0.5542889845","0.5285878382","5","bad"
"2.5454545455","-1.6090101518","3.8103924855","0.3058268811","0.521249126","0.8551622657","0.7288241455","5","good"
"3","-1.697916195","2.7541487206","0.2352926372","0.3843927443","0.8228038734","0.6088614874","5","good"
"1","-1.962966938","-0.9315568745","-0.017636076","0.3066106053","0.1371591045","0.4571343699","5","bad"
"3","-1.3864653895","3.8890735219","0.3376622408","0.5970573458","0.9580991914","0.7609349267","5","good"
"3","-1.4512541537","3.1361877924","0.2591921749","0.5020323158","0.9029070127","0.662386848","5","good"
"3","-2.0002364904","2.9325393518","0.2554263237","0.4555702213","0.8715872674","0.6613859983","5","good"
"2.3333333333","-1.8340266194","0.5644034586","0.0729508146","0.2333525245","0.3785787461","0.4920908711","5","bad"
"2.75","-4.7449675702","-3.5405212674","-0.0898834025","0.1720877016","0.093436818","0.5449881981","5","good"
"2.75","-2.1264384519","2.8772436238","0.2376709906","0.39338097","0.8752650065","0.6322172385","5","good"
"3","-1.6619685776","4.352904626","0.3898966105","0.5611637097","0.9426298143","0.7350513575","5","good"
"3","-1.8523596353","3.4454937617","0.2743389709","0.4407247669","0.8996736093","0.6917876093","5","good"
"1.8333333333","-3.3721057555","0.4411821403","0.1142228878","0.3188327006","0.5918146337","0.5886339752","5","bad"
"2","-1.7418431533","2.4700789294","0.2138974315","0.3287990406","0.6834765443","0.5911758657","5","bad"
"2.3333333333","-1.8253824585","0.5115880846","0.0563706682","0.2227416364","0.2391377354","0.465461515","5","bad"
"1.25","-1.1677378515","0.4564771923","0.0499159253","0.1419432697","0.1963008241","0.4576191258","5","bad"
"2.3333333333","-2.25555312","0.0353258299","0.0459968988","0.1688014327","0.2989208843","0.5140215392","5","bad"
"2.3333333333","-1.8785555015","2.7138173761","0.2429881913","0.4784728627","0.7668487463","0.5954479811","5","bad"
"2","-2.7535710658","-1.6744204619","-0.0172183544","0.3516624106","0.0387152542","0.5390303112","5","bad"
"3","-1.0938677152","2.2768601649","0.2679275837","0.494883706","0.7925462682","0.6917872239","5","good"
"2.5","-1.7888875136","3.9711437877","0.3471429551","0.5925070481","0.9495801473","0.731436035","5","bad"
"3","-1.9030121759","1.8446784485","0.2047022886","0.3397674669","0.5864858768","0.5757382968","5","good"
"2.3333333333","-2.3369774906","0.5889177245","0.0500989546","0.1281008619","0.2785797011","0.4681072966","5","bad"
"2.6","-2.4401276861","2.064000749","0.1773077115","0.3318434504","0.6819556449","0.568505263","5","good"
"1.5","-2.5553527524","1.4349027728","0.1371157152","0.275322045","0.3772595868","0.5343511672","5","bad"
"3","-1.8490173818","2.5779128219","0.2242470415","0.3832002668","0.8471516227","0.6369832081","5","good"
"2","-3.2241228583","0.9793997057","0.081849664","0.1476450874","0.3245764513","0.4606938699","5","bad"
"1.5","-1.3970751962","0.1970551817","0.0223066837","0.121897593","0.0648614469","0.4514388763","5","bad"
"1.6666666667","-2.7034739515","1.3554607245","0.1398379498","0.3271793739","0.7770325436","0.5891265968","5","bad"
"2.9166666667","-1.9322398428","2.4772602027","0.2240494722","0.3252287717","0.8249088387","0.6100659413","5","good"
"3","-1.0106968318","1.5421644509","0.1976199615","0.3433372372","0.7769429552","0.7146135104","5","good"
"3","-1.8301765094","1.5983612749","0.1699156998","0.2918249427","0.6215273524","0.5722676375","5","good"
"1","-2.4061201776","0.1278758673","0.0434093844","0.2353547652","0.3575798065","0.5157790854","5","bad"
"3","-2.2346442259","1.5401950751","0.135351629","0.2220852291","0.6127483524","0.5424295413","5","good"
"2.6666666667","-1.6443198603","1.1201952481","0.1092968951","0.3221099707","0.4744786349","0.5409274089","5","good"
"2","-2.0261133833","2.4437401929","0.2590090305","0.5435924548","0.9229374798","0.7135173759","5","bad"
"2.6666666667","-2.2306907164","3.5675508945","0.2916797954","0.4842258585","0.9353132995","0.7048949127","5","good"
"2.8333333333","-2.3193831622","0.5525874491","0.0904074551","0.3575019494","0.3593172829","0.5393682652","5","good"
"1.5","-3.1149850154","-2.4451683076","-0.0194412779","0.5193976","-5.00E-004","0.6321683498","5","bad"
"2.75","-1.890152306","3.044212574","0.2730654375","0.4125148864","0.8615083692","0.6706240055","5","good"
"3","-2.3678631591","0.8147161251","0.1468261575","0.3333930545","0.6684418083","0.5630782217","5","good"
"3","-0.9655731182","2.2675439372","0.2484475519","0.4487071661","0.785501667","0.6379587026","5","good"
"1.4","-1.1957042933","0.1860517474","0.0351974609","0.1712251825","0.1707515145","0.469904799","5","bad"
"2.25","-2.6248072666","2.4493017578","0.2082905147","0.4455949193","0.7260259002","0.5830550087","5","bad"
"2.4","-1.9761276398","-0.0625765005","-0.0064297124","0.2237605465","0.1379050759","0.4527527785","5","bad"
"2.5","-2.3531405818","1.1314730037","0.1240156781","0.2904399108","0.4146561036","0.5815003125","5","bad"
"3","-1.2455632632","3.6085326279","0.3142305509","0.5267296242","0.9230931127","0.7125055829","5","good"
"3","-1.7224176966","2.1571344882","0.2095185255","0.3341699657","0.7561699512","0.5836084612","5","good"
"1.75","-2.0846938097","0.1632458072","0.0841090358","0.2964311787","0.1937980709","0.5092726086","5","bad"
"1.3333333333","-1.4890119832","0.5707947144","0.0634374962","0.1645043237","0.3804311053","0.5106392079","5","bad"
"2.375","-2.2461524163","3.5623381193","0.3043557465","0.6182435255","0.7755745664","0.7267352718","5","bad"
"3","-2.1840159956","3.7258728697","0.3646597024","0.5526558095","0.9174137555","0.716518312","5","good"
"2.5","-2.5839844637","1.3827363608","0.1581419936","0.3597474055","0.6855807295","0.5588183217","5","bad"
"3","-2.5834590564","3.2677049947","0.2358479046","0.3497707364","0.9071235772","0.6314296794","5","good"
"2.6666666667","-1.7427645883","1.5895959868","0.1536809184","0.2907953373","0.6369960191","0.5480145495","5","good"
"3","-1.866279427","3.3894492584","0.2934995922","0.4783120647","0.9179097548","0.7355877559","5","good"
"1.25","-2.009716312","0.7860447694","0.0660385342","0.120337172","0.3623217028","0.4683286746","5","bad"
"3","-1.2120576525","3.6951520739","0.322782731","0.5762642669","0.9259991788","0.7101561329","5","good"
"1.6666666667","-1.6931853154","1.039306296","0.0955725089","0.1668814419","0.3426447235","0.4648563325","5","bad"
"2.75","-3.1583004722","-0.0222208003","0.078280002","0.2477480324","0.33310775","0.5203776028","5","good"
"2.75","-1.3866004227","3.5598298952","0.3345306363","0.5048544492","0.8808921245","0.6834855831","5","good"
"1.6666666667","-1.4597134104","0.3400421963","0.0363498083","0.1188819527","0.17804012","0.4550284681","5","bad"
"2.6666666667","-1.9533864383","1.8393577063","0.1619213162","0.2566449356","0.6591521977","0.53637702","5","good"
"1.25","-1.5110220718","0.3264113071","0.0306845177","0.1088312817","0.1728971192","0.4535511013","5","bad"
"2.5","-1.2777190917","0.6816318114","0.084943304","0.1913544221","0.3442026714","0.5079705359","5","bad"
"2.8333333333","-1.7803101779","2.5200399857","0.2322861112","0.3915149038","0.8040183928","0.6352564657","5","good"
"2.25","-1.6313447868","3.6191919479","0.2661126732","0.3875814739","0.8017616113","0.6080251297","5","bad"
"1.5","-1.2115045821","0.1126649423","0.0115607979","0.1103055813","0.1318347468","0.4506099603","5","bad"
"1","-2.6338389529","-0.611398744","0.035884661","0.2785027111","0.3620403546","0.5418782044","5","bad"
"3","-1.689735384","3.9792089477","0.3632687046","0.5242047866","0.9563308751","0.7698906064","5","good"
"3","-1.226382478","2.617818428","0.291239407","0.4963666748","0.7862483647","0.6331810728","5","good"
"1.6666666667","-1.3299789839","2.1862314296","0.2205348695","0.4702583505","0.8666959456","0.6381145605","5","bad"
"1.3333333333","-6.9253157023","-2.988374825","-0.0923691634","0.1196106578","-0.224835677","0.59798627","5","bad"
"3","-3.0680195125","0.9090210637","0.1511847446","0.296758935","0.7673346866","0.6950165779","5","good"
"2.3636363636","-2.8262099107","-0.8043878228","0.0140016055","0.2448645332","0.1079770318","0.5390811376","5","bad"
"2.3333333333","-1.7500583797","1.084857199","0.145569202","0.3461344164","0.887492632","0.6347626252","5","bad"
"2.6666666667","-3.4035681701","-1.1673452079","0.0300355057","0.2917015686","0.4498184431","0.5225274717","5","good"
"3","-1.6941647838","3.9775623428","0.4010479974","0.6023604402","0.9451987227","0.7703832813","5","good"
"2.6666666667","-1.8984915279","1.8752599894","0.1676513057","0.2656028766","0.6642507037","0.5422296431","5","good"
"3","-2.6135910106","2.9726267171","0.2269846886","0.3804211878","0.7043649496","0.6046955459","5","good"
"2.3333333333","-2.1449458417","-0.43296256","0.0344866525","0.2666303553","0.3056932084","0.4735677387","5","bad"
"3","-2.8979238846","2.1409963116","0.1998520479","0.3015101171","0.7010049241","0.6246193738","5","good"
"3","-2.5581591966","0.4817293194","0.1256698362","0.3282861012","0.6430429286","0.5947106328","5","good"
